,product_name,user_rating,product_review
6034,Busch Light,2.84,it was almost as bad as bud light but not quite there. i don’t care for this one. someone gave it to me is the only reason i drank it. checked the date it was still current so i have found a beer that i don’t care for much. i won’t buy it. mild taste but hardly any flavor in that taste.
6035,Busch Light,1.74,poured from a 12 ounce can into a shaker pint glass the best by date is jun23.  appearance: pours a clear light golden color with one-finger white head that quickly dissipated until only a ring of small bubbles remained around the rim appears to be lightly carbonated minimal lacing on the glass.  smell: light cornbread thats about all i got from it pretty one dimensional.  taste: the taste sadly followed the nose kind of watery and bland light taste of sweet cornbread and the hops are nearly imperceptible its not complex this is a one trick pony and its not a very imaginative trick.  palate: this is the worst score i have ever given in this category it was watery and lacked an appropriate level of carbonation most unpleasant.  overall: this is a terrible beer if i was invited fishing with a buddy and this is all he had for us to drink i would politely and reluctantly drink it but next time ill bring the beer. ab gets a lot of hate and its mostly deserved the flagship budweiser is a decent beer but busch light is pure garbage.
6036,Busch Light,2.65,25oz can best by july 2nd 2023  on the pour it was fizzy one second then completely headless the next. honestly looks like a cider or sparkling apple juice.  aroma is better than expected and largely clean other than a huge green apple acetaldehyde presence. super light in aroma with a light watered down grain finish but not pissy smelling like natty or keystone.  taste is again higher quality than its cousins and competitors but still incredibly watery and lacking in flavor. tastes like a decent lager that was watered down severely. finish is sweet barley and corn.  feel is the closest to beer flavored seltzer i think ive gotten other than michelob ultra but this is super chuggable fizzy and almost not there other than immense carbonation. despite that the finish is quite long. feels better when ice cold but has a crisp finish.  overall this is the definition of halfway decent and not quite in a good way. although better than most of the macro light lagers especially for the price point the things i like about it just dont hit with enough force almost forcing you to chug the beer for any sort of satisfaction.
6037,Busch Light,1.25,about as bland and bad as it can get when it comes to light beers. i kinda wanna try regular busch beer just to see if its any better.
6038,Busch Light,1,it’s not a beer for flavor.i don’t understand why people don’t drink more pabst. this is for people who chug beer to get drunk and not enjoy the flavor. i wish more people would try pabst instead of this
6039,Busch Light,2.93,picked up only to compare against regular busch. hard to tell the difference. looks the same in the glass tastes the same too. its not a bad beer but its quite confusing having this and the original side by side in stores.
6040,Abrasive Ale,4.35,16-oz can into nonic pint glass  a - cloudy body of golden amber under a finger of off white foam  s - floral citrus pine sweetness  t - big citrus (mainly pink grapefruit) bitter floral notes a little pine peppery spice quite fruity heavy malt backbone (but the bitterness never lets up); bitter complex and enjoyable!  m - bitterness bites all the way through smooth full body average carbonation  o - an excellent dipa from surly!
6041,Abrasive Ale,4.4,(16 oz can canned on 11/18/22 f5670; purchased 4-pack off shelf at shangys... poured into a fat tulip)  l: slightly-hazy medium amber-colored liquid; not a huge head on the pour but its tight with a frayed cotton contour... only holds a thin collar thin misty cap; does leave a big band of lace oppo of sip spot  s: very floral initial pop (rosewater) followed by some fleshy orange pulp lemon/grapefruit zest background hint of pine... a little honeyish malt wants to poke through... gummy orange slices... only a soft essence of alcohol... excellent overall intensity  t: citrus kiss but a rush of florality right behind it... the aftertaste is spicy with a green bitterness that slowly swells... certainly a big malty base with a muffin/cakey quality but its sodden with hop resins... vague dried pale-colored fruit (apricot sultana) slowly creeps into the aftertaste while the residual bitterness grows some peppery hair to it... the volume on the bitterness just keeps increasing speakers cracking and shaking; hop artifacts emerge  f: its bitter bite takes hold on the tongue mildly intensified by the ethanol which sets and singes (and yet cools?!) a touch near the back of the palate... its body and resins make for a silky lusciousness up front giving way to a growing heat; soft carbonation  o: why did this take so long to be released out east here(?) especially considering furious had been here for years now; this was the first surly beer i ever heard of c. 2011 (though darkness and bender werent far behind)... i am going to try the next can in a pint which theyre website suggests is the preferred vessel... aggressive and comforting (2081)
6042,Abrasive Ale,4.85,i am so happy to have finally found this locally (pa) after searching for it for years. it did not disappoint. while the can is over a couple of months old the ale still tasted very fresh. i rate it as having a ne flavor profile while having a west coast appearance. it is translucent and golden but definitely not cloudy. the head was white and not too foamy. the aromas came in waves of sweet fruit. the flavor came in waves and it seemed each one was a different type of tropical fruit. what a fantastic drinking experience. the only downside was the $5 price tag but that would be a bargain in a tavern.
6043,Abrasive Ale,4.24,canned 11/7/22 (1 month ago)  appearance: pours a slightly cloudy (80% clarity) medium orange color with a strong white head. srm of 9. (4.00)  aroma: strong aromas of rich grapefruit tropical mango and melon. resinous earthy and tropical. some tropical peach evolves as it warms. (4.25)  flavor: flavors follow the nose with strong tropical grapefruit pineaple mango/melon with a sweet peach undertone. a moderate balance of sweet and smooth caramel balanced by bitter pine notes. (4.25)  feel: heavier bodied strong carbonation and finishes sweet but surprisingly clean and drinkable on the palate. (4.25)  compared to revolution anti-hero ipa 12/2022: pours lighter stronger aromas. more juicy grapefruit tropical pineapple melon and peaches. less resinous nectarine and syrup. juicier but also more balanced with pine bitterness. winner: surly  compared to surly axe man 2/2023: pours darker hazier. stronger aromas. more sweet and juicy tangerine and peach. less dank berry and pine notes.  overall: wow a surprisingly fantastic ipa here. grapefruit tropical pineapple mango/melon and peach flavors. juicy with enough pine and grapefruit citrus rind to balance. beldns neipa juicy flavors with west-coast body and mouthfeel. sort of reminds me of half acres ipa blends and not unlike axe man in many ways. (rating: 4.24)
